site_name,year,gpp_var,f_gpparea_1,f_gppamp_1,f_gppmin_1,f_gup_1,f_midgup_1,f_maturity_1,f_peak_1,f_sene_1,f_midgdown_1,f_dormancy_1,f_qa_1,f_qadetailed_1,f_gpparea_2,f_gppamp_2,f_gppmin_2,f_gup_2,f_midgup_2,f_maturity_2,f_peak_2,f_sene_2,f_midgdown_2,f_dormancy_2,f_qa_2,f_qadetailed_2
CN-Din,2004,GPP_DT_VUT_REF,520.5,5,2,12513,12531,12669,12681,12697,12772,12801,0,0,,,,,,,,,,,,
CN-Ha2,2004,GPP_DT_VUT_REF,383.9,8,0,12550,12581,12606,12623,12641,12670,12692,0,0,,,,,,,,,,,,
CN-HaM,2004,GPP_DT_VUT_REF,335.6,7,0,12554,12578,12603,12620,12641,12675,12697,0,0,,,,,,,,,,,,
CN-Qia,2004,GPP_DT_VUT_REF,668.1,6,2,12465,12529,12569,12631,12654,12726,12773,0,0,,,,,,,,,,,,
CZ-BK1,2004,GPP_DT_VUT_REF,803.2,7,2,12443,12479,12516,12615,12636,12655,12671,0,0,,,,,,,,,,,,
DE-Geb,2004,GPP_DT_VUT_REF,653.2,14,0,12503,12527,12555,12573,12588,12610,12629,0,0,,,,,,,,,,,,
DE-Gri,2004,GPP_DT_VUT_REF,458.3,8,0,12495,12523,12552,12575,12590,12677,12721,0,0,,,,,,,,,,,,
DE-Hai,2004,GPP_DT_VUT_REF,532.3,12,0,12524,12548,12574,12591,12631,12680,12707,0,0,,,,,,,,,,,,
DE-Kli,2004,GPP_DT_VUT_REF,1176.2,12,1,12443,12477,12509,12570,12584,12606,12721,0,0,,,,,,,,,,,,
DE-Tha,2004,GPP_DT_VUT_REF,737.1,11,0,12491,12523,12573,12590,12612,12676,12726,0,0,,,,,,,,,,,,
DK-Sor,2004,GPP_DT_VUT_REF,577.6,13,0,12511,12532,12556,12574,12635,12680,12709,0,0,,,,,,,,,,,,
FI-Hyy,2004,GPP_DT_VUT_REF,558.4,8,0,12517,12544,12584,12613,12640,12671,12712,0,0,,,,,,,,,,,,
FI-Sod,2004,GPP_DT_VUT_REF,328.5,7,0,12538,12576,12605,12618,12632,12661,12704,0,0,,,,,,,,,,,,
FR-Gri,2004,GPP_DT_VUT_REF,691.7,11,1,12451,12497,12547,12561,12571,12586,12599,0,0,,,,,,,,,,,,
FR-LBr,2004,GPP_DT_VUT_REF,575.8,7,2,12459,12523,12569,12591,12623,12691,12738,0,0,,,,,,,,,,,,
FR-Pue,2004,GPP_DT_VUT_REF,357.5,5,2,12453,12512,12565,12580,12594,12686,12720,0,0,,,,,,,,,,,,
IT-BCi,2004,GPP_DT_VUT_REF,938.8,12,3,12477,12560,12597,12622,12636,12654,12668,0,0,,,,,,,,,,,,
IT-Col,2004,GPP_DT_VUT_REF,465.5,5,3,12481,12545,12621,12639,12667,12702,12719,0,0,,,,,,,,,,,,
IT-Cpz,2004,GPP_DT_VUT_REF,749.4,7,2,12446,12482,12544,12598,12623,12698,12735,0,0,,,,,,,,,,,,
IT-Lav,2004,GPP_DT_VUT_REF,892.6,12,1,12486,12518,12578,12597,12612,12694,12732,0,0,,,,,,,,,,,,
IT-MBo,2004,GPP_DT_VUT_REF,364,11,0,12547,12564,12581,12594,12610,12677,12720,0,0,,,,,,,,,,,,
IT-PT1,2004,GPP_DT_VUT_REF,932,12,0,12502,12528,12554,12600,12627,12658,12681,0,0,,,,,,,,,,,,
IT-Ro1,2004,GPP_DT_VUT_REF,639.4,13,0,12495,12530,12558,12573,12588,12620,12730,0,0,,,,,,,,,,,,
IT-Ro2,2004,GPP_DT_VUT_REF,590.1,13,0,12517,12542,12564,12582,12605,12644,12722,0,0,,,,,,,,,,,,
IT-SRo,2004,GPP_DT_VUT_REF,370.2,6,2,12469,12504,12557,12570,12591,12646,12722,0,0,,,,,,,,,,,,
JP-SMF,2004,GPP_DT_VUT_REF,547.4,9,1,12493,12553,12589,12607,12623,12650,12750,0,0,,,,,,,,,,,,
NL-Hor,2004,GPP_DT_VUT_REF,726.1,7,0,12458,12499,12556,12603,12631,12689,12726,0,0,,,,,,,,,,,,
NL-Loo,2004,GPP_DT_VUT_REF,754.1,9,1,12477,12514,12554,12599,12640,12697,12735,0,0,,,,,,,,,,,,
RU-Che,2004,GPP_DT_VUT_REF,152.1,4,0,12561,12579,12601,12616,12632,12653,12669,0,0,,,,,,,,,,,,
RU-Cok,2004,GPP_DT_VUT_REF,498.8,6,0,12467,12505,12552,12592,12614,12646,12676,0,0,,,,,,,,,,,,
RU-Fyo,2004,GPP_DT_VUT_REF,570.5,10,0,12502,12542,12578,12595,12631,12675,12719,0,0,,,,,,,,,,,,
RU-Ha1,2004,GPP_DT_VUT_REF,266.3,7,0,12545,12563,12583,12597,12613,12645,12682,0,0,,,,,,,,,,,,
US-ARM,2004,GPP_DT_VUT_REF,208.7,6,1,12469,12492,12514,12525,12536,12616,12634,0,0,,,,,,,,,,,,
US-Blo,2004,GPP_DT_VUT_REF,436.7,5,2,12474,12493,12573,12595,12610,12649,12749,0,0,,,,,,,,,,,,
US-Ha1,2004,GPP_DT_VUT_REF,711.4,13,0,12531,12554,12587,12609,12647,12691,12715,0,0,,,,,,,,,,,,
US-Los,2004,GPP_DT_VUT_REF,284.2,7,0,12555,12573,12594,12615,12635,12668,12694,0,0,,,,,,,,,,,,
US-Me2,2004,GPP_DT_VUT_REF,319.5,6,1,12474,12499,12534,12552,12571,12694,12716,0,0,,,,,,,,,,,,
US-MMS,2004,GPP_DT_VUT_REF,563,13,0,12527,12544,12566,12588,12615,12678,12707,0,0,,,,,,,,,,,,
US-Ne1,2004,GPP_DT_VUT_REF,754.4,20,0,12571,12589,12610,12625,12642,12668,12689,0,0,,,,,,,,,,,,
US-Ne2,2004,GPP_DT_VUT_REF,468.6,13,0,12595,12614,12633,12646,12659,12677,12692,0,0,,,,,,,,,,,,
US-Ne3,2004,GPP_DT_VUT_REF,490.3,13,0,12588,12609,12630,12643,12657,12674,12690,0,0,,,,,,,,,,,,
US-NR1,2004,GPP_DT_VUT_REF,418.1,7,0,12512,12540,12584,12604,12644,12692,12716,0,0,,,,,,,,,,,,
US-PFa,2004,GPP_DT_VUT_REF,339.2,7,0,12537,12566,12591,12610,12628,12678,12709,0,0,,,,,,,,,,,,
US-Syv,2004,GPP_DT_VUT_REF,439.8,9,0,12531,12569,12595,12614,12635,12678,12701,0,0,,,,,,,,,,,,
US-Ton,2004,GPP_DT_VUT_REF,235,5,0,12410,12488,12506,12516,12528,12593,12638,0,0,,,,,,,,,,,,
US-UMB,2004,GPP_DT_VUT_REF,460.3,11,0,12551,12571,12592,12609,12632,12684,12710,0,0,,,,,,,,,,,,
US-Var,2004,GPP_DT_VUT_REF,313,7,0,12436,12466,12489,12502,12515,12533,12550,0,0,,,,,,,,,,,,
US-WCr,2004,GPP_DT_VUT_REF,583.4,12,0,12539,12568,12594,12612,12631,12678,12699,0,0,,,,,,,,,,,,
US-Wi4,2004,GPP_DT_VUT_REF,383.4,6,2,12471,12565,12589,12604,12625,12672,12735,0,0,,,,,,,,,,,,
US-Wi9,2004,GPP_DT_VUT_REF,295.1,4,1,12468,12570,12596,12612,12662,12697,12722,0,0,,,,,,,,,,,,
ZA-Kru,2004,GPP_DT_VUT_REF,280.9,8,0,12716,12730,12748,12766,12784,12874,12896,0,0,,,,,,,,,,,,
AT-Neu,2005,GPP_DT_VUT_REF,422.8,13,0,12876,12893,12912,12925,12940,13036,13073,0,0,,,,,,,,,,,,
AU-How,2005,GPP_DT_VUT_REF,528.7,8,2,12704,12743,12791,12811,12839,12879,12946,0,0,,,,,,,,,,,,
AU-Tum,2005,GPP_DT_VUT_REF,469,6,5,12685,12759,12820,12831,12843,12911,12930,0,0,,,,,,,,,,,,
AU-Wac,2005,GPP_DT_VUT_REF,442.2,6,2,13009,13049,13100,13118,13134,13153,13244,0,0,,,,,,,,,,,,
BE-Bra,2005,GPP_DT_VUT_REF,430.6,5,2,12826,12908,12971,12986,13009,13046,13098,0,0,,,,,,,,,,,,
BE-Lon,2005,GPP_DT_VUT_REF,847.6,17,0,12862,12888,12916,12933,12949,12971,12990,0,0,,,,,,,,,,,,
BE-Vie,2005,GPP_DT_VUT_REF,791.8,10,0,12859,12894,12940,12974,12993,13047,13095,0,0,,,,,,,,,,,,
CA-NS1,2005,GPP_DT_VUT_REF,392.7,6,0,12881,12920,12951,12984,13005,13063,13126,0,0,,,,,,,,,,,,
CA-NS2,2005,GPP_DT_VUT_REF,239.6,6,0,12907,12928,12954,12968,12998,13047,13106,0,0,,,,,,,,,,,,
CA-NS3,2005,GPP_DT_VUT_REF,364.9,7,0,12898,12926,12959,12979,13004,13038,13105,0,0,,,,,,,,,,,,
CA-NS4,2005,GPP_DT_VUT_REF,178.6,4,0,12905,12930,12955,12970,12999,13030,13063,0,0,,,,,,,,,,,,
CA-NS5,2005,GPP_DT_VUT_REF,296.5,7,0,12906,12930,12955,12971,12994,13027,13100,0,0,,,,,,,,,,,,
CA-NS6,2005,GPP_DT_VUT_REF,255.1,5,0,12921,12945,12972,12991,13005,13028,13054,0,0,,,,,,,,,,,,
CA-NS7,2005,GPP_DT_VUT_REF,201,5,0,12924,12947,12970,12986,13001,13025,13049,0,0,,,,,,,,,,,,
CA-Qfo,2005,GPP_DT_VUT_REF,399.8,6,0,12899,12920,12958,12988,13013,13050,13081,0,0,,,,,,,,,,,,
CA-SF1,2005,GPP_DT_VUT_REF,419.6,7,1,12841,12922,12949,12965,12996,13039,13093,0,0,,,,,,,,,,,,
CA-SF2,2005,GPP_DT_VUT_REF,537.2,9,1,12855,12932,12956,12976,13000,13065,13114,0,0,,,,,,,,,,,,
CA-SF3,2005,GPP_DT_VUT_REF,202.1,4,0,12893,12932,12954,12968,12986,13023,13084,0,0,,,,,,,,,,,,
CH-Cha,2005,GPP_DT_VUT_REF,1292.3,12,1,12790,12835,12924,12956,12988,13079,13113,0,0,,,,,,,,,,,,
CH-Dav,2005,GPP_DT_VUT_REF,686.4,5,0,12784,12812,12913,12958,12993,13050,13089,0,0,,,,,,,,,,,,
CH-Fru,2005,GPP_DT_VUT_REF,1408.5,12,1,12786,12824,12915,12957,12999,13065,13101,0,0,,,,,,,,,,,,
CH-Lae,2005,GPP_DT_VUT_REF,666.7,10,0,12856,12913,12949,12969,12989,13043,13108,0,0,,,,,,,,,,,,
CH-Oe1,2005,GPP_DT_VUT_REF,682.6,10,0,12854,12871,12892,12942,12953,13062,13097,0,0,,,,,,,,,,,,
CH-Oe2,2005,GPP_DT_VUT_REF,576.1,13,0,12861,12885,12911,12927,12939,12955,12970,0,0,203.7,7,1,13011,13026,13042,13055,13071,13092,13108,0,0
CN-Cha,2005,GPP_DT_VUT_REF,565.5,11,0,12901,12930,12954,12978,13000,13045,13068,0,0,,,,,,,,,,,,
CN-Ha2,2005,GPP_DT_VUT_REF,421.5,8,1,12918,12945,12976,12994,13010,13036,13058,0,0,,,,,,,,,,,,
CN-Qia,2005,GPP_DT_VUT_REF,644.4,6,1,12841,12888,12945,12991,13015,13090,13131,0,0,,,,,,,,,,,,
CZ-BK1,2005,GPP_DT_VUT_REF,787.2,7,2,12820,12854,12962,12986,13027,13069,13107,0,0,,,,,,,,,,,,
DE-Geb,2005,GPP_DT_VUT_REF,614.2,14,0,12864,12883,12905,12924,12939,12957,12974,0,0,,,,,,,,,,,,
DE-Gri,2005,GPP_DT_VUT_REF,874.2,11,0,12867,12893,12960,12978,12993,13064,13100,0,0,,,,,,,,,,,,
DE-Hai,2005,GPP_DT_VUT_REF,638.9,12,0,12891,12925,12954,12973,13003,13052,13081,0,0,,,,,,,,,,,,
DE-Kli,2005,GPP_DT_VUT_REF,814.1,13,0,12859,12880,12916,12944,12959,12980,13002,0,0,,,,,,,,,,,,
DE-Tha,2005,GPP_DT_VUT_REF,723.2,12,0,12859,12885,12935,12952,12978,13049,13102,0,0,,,,,,,,,,,,
DK-Fou,2005,GPP_DT_VUT_REF,588.6,8,0,12865,12962,13000,13017,13030,13052,13090,0,0,,,,,,,,,,,,
DK-Sor,2005,GPP_DT_VUT_REF,662.7,15,0,12888,12915,12938,12954,12971,13034,13078,0,0,,,,,,,,,,,,
FI-Hyy,2005,GPP_DT_VUT_REF,450.5,8,0,12879,12916,12948,12965,12986,13039,13080,0,0,,,,,,,,,,,,
FI-Sod,2005,GPP_DT_VUT_REF,294.6,6,0,12898,12926,12954,12972,13006,13041,13069,0,0,,,,,,,,,,,,
FR-Fon,2005,GPP_DT_VUT_REF,599.1,13,0,12887,12911,12935,12952,12979,13032,13088,0,0,,,,,,,,,,,,
FR-Gri,2005,GPP_DT_VUT_REF,497.3,16,0,12938,12954,12971,12982,12997,13024,13044,0,0,,,,,,,,,,,,
FR-LBr,2005,GPP_DT_VUT_REF,277.2,5,2,12846,12873,12913,12930,12948,12988,13101,0,0,,,,,,,,,,,,
IT-BCi,2005,GPP_DT_VUT_REF,444.8,15,0,12937,12951,12967,12980,12995,13014,13029,0,0,,,,,,,,,,,,
IT-Col,2005,GPP_DT_VUT_REF,512,12,0,12903,12919,12940,12960,12984,13031,13075,0,0,,,,,,,,,,,,
IT-Cpz,2005,GPP_DT_VUT_REF,399.1,5,3,12842,12860,12958,12970,12983,13007,13079,0,0,,,,,,,,,,,,
IT-Lav,2005,GPP_DT_VUT_REF,662.7,11,1,12853,12877,12924,12941,12959,13077,13110,0,0,,,,,,,,,,,,
IT-MBo,2005,GPP_DT_VUT_REF,447.5,11,0,12890,12911,12933,12949,12967,13042,13089,0,0,,,,,,,,,,,,
IT-Ren,2005,GPP_DT_VUT_REF,789,8,0,12862,12900,12979,13001,13020,13065,13102,0,0,,,,,,,,,,,,
IT-Ro1,2005,GPP_DT_VUT_REF,435.1,10,0,12874,12902,12926,12943,12964,13057,13105,0,0,,,,,,,,,,,,
IT-Ro2,2005,GPP_DT_VUT_REF,506.8,14,0,12890,12910,12930,12945,12966,13012,13102,0,0,,,,,,,,,,,,
IT-SRo,2005,GPP_DT_VUT_REF,334.4,6,2,12844,12879,12912,12935,12978,13046,13106,0,0,,,,,,,,,,,,
JP-MBF,2005,GPP_DT_VUT_REF,529.5,8,0,12926,12942,12959,13009,13026,13056,13084,0,0,,,,,,,,,,,,
JP-SMF,2005,GPP_DT_VUT_REF,641.4,7,1,12867,12900,12933,12991,13013,13067,13124,0,0,,,,,,,,,,,,
NL-Hor,2005,GPP_DT_VUT_REF,555.9,8,0,12868,12895,12938,12961,12978,13040,13083,0,0,,,,,,,,,,,,
NL-Loo,2005,GPP_DT_VUT_REF,584.2,8,1,12840,12874,12912,12943,13015,13061,13101,0,0,,,,,,,,,,,,
RU-Cok,2005,GPP_DT_VUT_REF,453.9,6,0,12834,12872,12915,12944,12972,13016,13071,0,0,,,,,,,,,,,,
RU-Fyo,2005,GPP_DT_VUT_REF,573.7,11,0,12877,12912,12939,12961,12992,13049,13079,0,0,,,,,,,,,,,,
US-ARb,2005,GPP_DT_VUT_REF,718.4,14,0,12887,12912,12942,12961,12978,13014,13067,0,0,,,,,,,,,,,,
US-ARc,2005,GPP_DT_VUT_REF,677.4,11,0,12877,12910,12953,12970,12986,13030,13077,0,0,,,,,,,,,,,,
US-Blo,2005,GPP_DT_VUT_REF,473.6,6,3,12887,12927,12980,13001,13019,13050,13113,0,0,,,,,,,,,,,,
US-Ha1,2005,GPP_DT_VUT_REF,580.8,10,0,12899,12939,12973,12991,13020,13057,13089,0,0,,,,,,,,,,,,
US-Los,2005,GPP_DT_VUT_REF,429.6,9,0,12907,12933,12960,12978,12998,13031,13060,0,0,,,,,,,,,,,,
US-Me2,2005,GPP_DT_VUT_REF,541.4,8,2,12830,12895,12936,12953,12971,13002,13104,0,0,,,,,,,,,,,,
US-MMS,2005,GPP_DT_VUT_REF,627.4,13,0,12894,12914,12939,12962,12987,13053,13083,0,0,,,,,,,,,,,,
US-Ne1,2005,GPP_DT_VUT_REF,724.1,20,0,12938,12955,12974,12989,13005,13029,13048,0,0,,,,,,,,,,,,
US-Ne2,2005,GPP_DT_VUT_REF,756,21,0,12935,12951,12969,12985,13003,13028,13048,0,0,,,,,,,,,,,,
US-Ne3,2005,GPP_DT_VUT_REF,727.3,19,0,12932,12951,12971,12986,13004,13030,13051,0,0,,,,,,,,,,,,
US-NR1,2005,GPP_DT_VUT_REF,423.8,6,0,12895,12916,12960,12985,13011,13052,13090,0,0,,,,,,,,,,,,
US-PFa,2005,GPP_DT_VUT_REF,338.2,8,0,12906,12933,12955,12970,12985,13013,13050,0,0,,,,,,,,,,,,
US-Syv,2005,GPP_DT_VUT_REF,337.2,8,0,12906,12929,12949,12964,12992,13028,13072,0,0,,,,,,,,,,,,
US-Ton,2005,GPP_DT_VUT_REF,397.9,6,1,12831,12860,12896,12918,12936,12966,13041,0,0,,,,,,,,,,,,
US-UMB,2005,GPP_DT_VUT_REF,440.1,12,0,12914,12933,12952,12966,12988,13052,13077,0,0,,,,,,,,,,,,
US-Var,2005,GPP_DT_VUT_REF,627.2,8,0,12728,12808,12845,12871,12897,12922,12941,0,0,,,,,,,,,,,,
US-WCr,2005,GPP_DT_VUT_REF,602.5,14,0,12915,12932,12954,12973,12996,13036,13060,0,0,,,,,,,,,,,,
US-Wi4,2005,GPP_DT_VUT_REF,632.3,8,2,12836,12924,12956,12979,13019,13050,13103,0,0,,,,,,,,,,,,
US-Wi9,2005,GPP_DT_VUT_REF,656.4,7,1,12796,12855,12955,12966,12978,13001,13019,0,0,,,,,,,,,,,,
AT-Neu,2006,GPP_DT_VUT_REF,348.2,12,0,13241,13255,13272,13283,13294,13391,13438,0,0,,,,,,,,,,,,
AU-How,2006,GPP_DT_VUT_REF,648,7,2,13050,13101,13163,13197,13218,13271,13346,0,0,,,,,,,,,,,,
AU-Tum,2006,GPP_DT_VUT_REF,471.1,6,5,13027,13085,13140,13154,13172,13231,13308,0,0,571.6,7,4,13386,13408,13490,13504,13520,13631,13657,0,0
AU-Wac,2006,GPP_DT_VUT_REF,426.7,5,4,13369,13398,13484,13501,13540,13602,13630,0,0,,,,,,,,,,,,
BE-Bra,2006,GPP_DT_VUT_REF,542.8,9,1,13228,13295,13321,13337,13351,13418,13459,0,0,,,,,,,,,,,,
BE-Lon,2006,GPP_DT_VUT_REF,388.7,12,0,13290,13307,13324,13335,13346,13363,13378,0,0,,,,,,,,,,,,
BE-Vie,2006,GPP_DT_VUT_REF,545.2,9,1,13230,13261,13302,13321,13346,13417,13454,0,0,,,,,,,,,,,,
CA-Man,2006,GPP_DT_VUT_REF,496.8,4,1,13191,13213,13355,13366,13379,13410,13433,0,0,,,,,,,,,,,,
CA-Qfo,2006,GPP_DT_VUT_REF,423.1,6,0,13256,13289,13332,13355,13372,13403,13443,0,0,,,,,,,,,,,,
CA-SF1,2006,GPP_DT_VUT_REF,691.1,7,1,13188,13231,13315,13339,13359,13441,13475,0,0,,,,,,,,,,,,
CH-Cha,2006,GPP_DT_VUT_REF,981.8,13,0,13227,13251,13293,13330,13347,13397,13467,0,0,,,,,,,,,,,,
CH-Fru,2006,GPP_DT_VUT_REF,748.1,11,0,13241,13262,13288,13331,13350,13457,13505,0,0,,,,,,,,,,,,
CH-Lae,2006,GPP_DT_VUT_REF,657.5,10,0,13220,13269,13309,13329,13346,13410,13449,0,0,,,,,,,,,,,,
CH-Oe1,2006,GPP_DT_VUT_REF,307.9,9,0,13227,13246,13265,13276,13391,13428,13450,0,0,,,,,,,,,,,,
CH-Oe2,2006,GPP_DT_VUT_REF,652.9,10,0,13256,13308,13353,13370,13383,13398,13412,0,0,,,,,,,,,,,,
CZ-BK1,2006,GPP_DT_VUT_REF,720.4,7,2,13166,13210,13258,13326,13340,13433,13457,0,0,,,,,,,,,,,,
CZ-wet,2006,GPP_DT_VUT_REF,547.3,11,0,13251,13278,13301,13316,13331,13363,13443,0,0,,,,,,,,,,,,
DE-Geb,2006,GPP_DT_VUT_REF,488.9,15,0,13292,13309,13328,13341,13357,13410,13443,0,0,,,,,,,,,,,,
DE-Gri,2006,GPP_DT_VUT_REF,203.7,7,0,13243,13260,13277,13288,13304,13409,13454,0,0,,,,,,,,,,,,
DE-Hai,2006,GPP_DT_VUT_REF,660.1,12,0,13261,13284,13315,13337,13364,13418,13447,0,0,,,,,,,,,,,,
DE-Kli,2006,GPP_DT_VUT_REF,583.7,13,0,13251,13272,13299,13315,13328,13348,13434,0,0,,,,,,,,,,,,
DE-Tha,2006,GPP_DT_VUT_REF,681.5,10,0,13231,13254,13292,13321,13341,13415,13465,0,0,,,,,,,,,,,,
DK-Sor,2006,GPP_DT_VUT_REF,663.8,15,0,13258,13281,13306,13322,13342,13402,13444,0,0,,,,,,,,,,,,
FI-Hyy,2006,GPP_DT_VUT_REF,463.7,9,0,13252,13280,13313,13333,13351,13404,13438,0,0,,,,,,,,,,,,
FI-Sod,2006,GPP_DT_VUT_REF,331.3,7,0,13263,13295,13323,13341,13359,13390,13424,0,0,,,,,,,,,,,,
FR-Fon,2006,GPP_DT_VUT_REF,630,12,0,13250,13274,13303,13326,13347,13419,13457,0,0,,,,,,,,,,,,
FR-Gri,2006,GPP_DT_VUT_REF,557.2,13,0,13224,13246,13269,13284,13299,13320,13337,0,0,,,,,,,,,,,,
FR-LBr,2006,GPP_DT_VUT_REF,440.5,7,1,13209,13258,13301,13318,13333,13356,13469,0,0,,,,,,,,,,,,
IT-BCi,2006,GPP_DT_VUT_REF,568.7,17,0,13286,13302,13320,13335,13353,13375,13391,0,0,,,,,,,,,,,,
IT-Col,2006,GPP_DT_VUT_REF,1151.8,10,2,13151,13214,13281,13324,13369,13410,13440,0,0,,,,,,,,,,,,
IT-Cpz,2006,GPP_DT_VUT_REF,398.3,5,3,13200,13260,13331,13347,13370,13446,13486,0,0,,,,,,,,,,,,
IT-Lav,2006,GPP_DT_VUT_REF,619.7,12,0,13213,13240,13270,13289,13313,13423,13459,0,0,,,,,,,,,,,,
IT-MBo,2006,GPP_DT_VUT_REF,436.7,12,0,13262,13279,13300,13315,13327,13414,13454,0,0,,,,,,,,,,,,
IT-Ren,2006,GPP_DT_VUT_REF,360.5,7,0,13227,13262,13290,13306,13376,13417,13451,0,0,,,,,,,,,,,,
IT-Ro1,2006,GPP_DT_VUT_REF,465.2,11,0,13236,13259,13282,13298,13321,13380,13460,0,0,,,,,,,,,,,,
IT-Ro2,2006,GPP_DT_VUT_REF,554,13,0,13249,13268,13289,13309,13339,13400,13457,0,0,,,,,,,,,,,,
IT-SRo,2006,GPP_DT_VUT_REF,408.2,7,2,13195,13221,13259,13277,13318,13341,13446,0,0,,,,,,,,,,,,
JP-SMF,2006,GPP_DT_VUT_REF,404.4,7,0,13210,13262,13297,13313,13388,13425,13468,0,0,,,,,,,,,,,,
NL-Hor,2006,GPP_DT_VUT_REF,766.4,7,1,13190,13229,13300,13340,13359,13423,13460,0,0,,,,,,,,,,,,
NL-Loo,2006,GPP_DT_VUT_REF,571.2,7,1,13223,13252,13316,13341,13385,13429,13474,0,0,,,,,,,,,,,,
RU-Cok,2006,GPP_DT_VUT_REF,364.9,5,0,13198,13235,13286,13311,13336,13406,13447,0,0,,,,,,,,,,,,
RU-Fyo,2006,GPP_DT_VUT_REF,619.2,10,0,13242,13271,13311,13332,13368,13400,13440,0,0,,,,,,,,,,,,
US-ARb,2006,GPP_DT_VUT_REF,279.3,8,0,13255,13273,13291,13304,13319,13347,13421,0,0,,,,,,,,,,,,
US-ARc,2006,GPP_DT_VUT_REF,286.4,9,0,13256,13273,13292,13305,13324,13353,13431,0,0,,,,,,,,,,,,
US-ARM,2006,GPP_DT_VUT_REF,181.1,5,0,13161,13223,13239,13248,13275,13309,13414,0,0,,,,,,,,,,,,
US-Blo,2006,GPP_DT_VUT_REF,474,7,1,13241,13264,13300,13335,13362,13418,13463,0,0,,,,,,,,,,,,
US-GLE,2006,GPP_DT_VUT_REF,270.2,7,0,13273,13289,13308,13328,13375,13409,13433,0,0,,,,,,,,,,,,
US-Ha1,2006,GPP_DT_VUT_REF,633.9,15,0,13270,13297,13318,13333,13351,13397,13439,0,0,,,,,,,,,,,,
US-Los,2006,GPP_DT_VUT_REF,378,8,0,13251,13297,13320,13336,13359,13397,13421,0,0,,,,,,,,,,,,
